Air_Quality_DataFrom Date,To Date,PM2.5,BP,RH,WD,WS,CO,NO2,Ozone,SO2,TEMPARATURE
08-06-2023 00:00,09-06-2023 00:00,50.42,972.38,41.92,173.79,1.25,3.3,118.36,18.42,26.73,33.8
09-06-2023 00:00,10-06-2023 00:00,56.89,972.51,44.41,209.61,1.64,1.89,113.24,11.42,20.89,34.4
10-06-2023 00:00,11-06-2023 00:00,49.76,972.14,44.89,228.62,1.66,2.22,103.4,9.65,20.92,32.8
11-06-2023 00:00,12-06-2023 00:00,47.44,972.29,48.96,241.68,2.1,2.04,87.86,13.96,16.62,34.9
12-06-2023 00:00,13-06-2023 00:00,45.54,971.96,45.49,256.93,2.16,2.58,99.3,12.8,22.96,36.5
13-06-2023 00:00,14-06-2023 00:00,52.51,972.08,44.89,250.94,2.29,1.54,86.68,8.84,17.42,35.4
14-06-2023 00:00,15-06-2023 00:00,47.3,972.09,45.73,244.51,2.57,1.72,84.4,8.48,47.07,33.6
15-06-2023 00:00,16-06-2023 00:00,45.11,972.14,47.82,232.42,2.3,3.01,96.45,9.95,16.79,32.0
16-06-2023 00:00,17-06-2023 00:00,45.82,972.72,56.32,224.38,1.74,3.68,87.14,8.71,21.62,32.5
17-06-2023 00:00,18-06-2023 00:00,62.9,973.0,58.86,190.57,1.64,4.28,88.81,8.39,16.25,31.5
18-06-2023 00:00,19-06-2023 00:00,39.96,973.07,60.87,124.96,3.12,1.64,56.07,15.04,12.77,28.6
19-06-2023 00:00,20-06-2023 00:00,50.92,973.4,68.47,149.96,1.66,2.18,100.12,5.46,11.81,31.6
20-06-2023 00:00,21-06-2023 00:00,50.13,973.09,64.56,76.05,2.51,1.79,62.13,16.08,15.37,31.0
21-06-2023 00:00,22-06-2023 00:00,42.16,972.93,62.16,152.44,2.04,2.05,96.6,15.24,15.31,32.4
22-06-2023 00:00,23-06-2023 00:00,59.87,972.75,58.19,161.7,1.72,2.04,115.36,26.55,14.14,32.8
23-06-2023 00:00,24-06-2023 00:00,56.97,972.9,62.01,142.37,1.84,2.68,96.92,15.84,14.42,32.2
24-06-2023 00:00,25-06-2023 00:00,49.82,973.41,67.59,83.09,2.44,2.1,77.41,20.36,20.83,26.4
25-06-2023 00:00,26-06-2023 00:00,35.76,974.87,91.4,172.41,1.31,1.93,76.41,19.55,15.76,28.8
26-06-2023 00:00,27-06-2023 00:00,54.72,974.19,79.28,69.62,1.28,2.41,64.48,23.4,16.0,29.5
27-06-2023 00:00,28-06-2023 00:00,47.08,974.06,80.45,97.97,1.71,2.93,76.94,19.47,20.91,29.6
28-06-2023 00:00,29-06-2023 00:00,42.54,973.75,72.16,95.61,1.99,3.23,125.39,23.06,15.91,28.8
29-06-2023 00:00,30-06-2023 00:00,46.79,974.25,78.73,79.65,1.64,3.08,157.32,17.56,15.94,28.2
30-06-2023 00:00,01-07-2023 00:00,33.29,974.41,80.77,82.39,1.6,3.07,159.88,24.67,13.67,29.5
01-07-2023 00:00,02-07-2023 00:00,30.96,974.0,75.99,84.21,2.09,2.7,143.57,31.0,16.86,30.8
02-07-2023 00:00,03-07-2023 00:00,41.46,973.52,70.21,103.09,1.95,1.72,193.67,27.95,18.63,32.8
03-07-2023 00:00,04-07-2023 00:00,60.28,973.18,64.78,122.61,1.76,2.23,248.33,22.88,15.46,31.2
04-07-2023 00:00,05-07-2023 00:00,52.2,973.49,70.14,96.02,2.38,1.92,210.81,15.11,13.96,29.9
05-07-2023 00:00,06-07-2023 00:00,41.04,973.89,76.23,81.99,2.7,1.52,166.39,24.02,18.46,28.3
06-07-2023 00:00,07-07-2023 00:00,33.34,974.24,83.96,76.19,2.12,3.35,174.49,14.39,18.04,29.7
07-07-2023 00:00,08-07-2023 00:00,33.56,973.88,69.98,81.05,3.31,1.54,186.59,12.4,16.19,27.2
08-07-2023 00:00,09-07-2023 00:00,31.47,973.54,92.08,82.98,1.79,1.81,186.76,20.66,17.93,26.9
09-07-2023 00:00,10-07-2023 00:00,28.75,972.87,93.63,78.82,1.41,1.32,105.74,16.68,16.12,27.4
10-07-2023 00:00,11-07-2023 00:00,32.78,971.68,88.57,89.8,1.19,1.61,114.56,28.64,22.63,28.4
11-07-2023 00:00,12-07-2023 00:00,34.0,971.04,83.44,152.55,0.95,1.9,106.33,17.6,19.54,29.3
12-07-2023 00:00,13-07-2023 00:00,28.48,970.93,81.4,79.02,1.29,3.36,74.14,18.92,18.05,29.7
13-07-2023 00:00,14-07-2023 00:00,27.0,970.91,81.58,95.41,1.59,3.29,62.37,16.01,17.08,29.5
14-07-2023 00:00,15-07-2023 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,29.5
15-07-2023 00:00,16-07-2023 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,29.0
16-07-2023 00:00,17-07-2023 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,30.5
17-07-2023 00:00,18-07-2023 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,29.4
18-07-2023 00:00,19-07-2023 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,30.9
19-07-2023 00:00,20-07-2023 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,32.8
20-07-2023 00:00,21-07-2023 00:00,42.22,972.94,61.82,76.44,1.66,2.6,80.8,10.24,16.0,33.2
21-07-2023 00:00,22-07-2023 00:00,57.35,972.98,64.3,81.46,2.11,3.22,68.12,13.6,17.39,32.1
22-07-2023 00:00,23-07-2023 00:00,21.44,973.16,68.56,81.15,3.55,0.91,39.03,6.49,19.56,32.1
23-07-2023 00:00,24-07-2023 00:00,31.18,973.11,66.13,75.6,3.35,1.65,83.1,9.34,14.66,32.5
24-07-2023 00:00,25-07-2023 00:00,26.02,973.26,66.26,73.75,2.85,1.57,61.99,8.42,13.22,31.3
25-07-2023 00:00,26-07-2023 00:00,34.7,973.73,74.53,80.1,2.82,1.16,60.12,9.01,17.1,27.7
26-07-2023 00:00,27-07-2023 00:00,32.79,973.83,85.13,70.97,1.45,2.56,76.58,14.63,14.33,29.6
27-07-2023 00:00,28-07-2023 00:00,45.76,973.26,76.98,93.64,1.17,1.97,100.49,19.87,15.49,28.7
28-07-2023 00:00,29-07-2023 00:00,29.77,973.9,82.86,168.45,1.39,1.53,36.91,12.97,16.86,27.9
29-07-2023 00:00,30-07-2023 00:00,24.31,973.36,83.56,151.36,1.03,1.25,46.77,16.84,10.75,29.7
30-07-2023 00:00,31-07-2023 00:00,35.41,973.19,74.42,216.11,1.16,1.44,87.43,10.09,13.02,31.1
31-07-2023 00:00,01-08-2023 00:00,61.45,973.51,69.02,240.47,1.31,1.18,103.04,9.79,13.44,31.4
01-08-2023 00:00,02-08-2023 00:00,43.03,973.3,66.95,224.57,1.61,1.19,92.92,9.09,15.59,30.7
02-08-2023 00:00,03-08-2023 00:00,39.55,973.33,67.63,221.25,1.58,0.9,91.37,7.44,14.6,30.6
03-08-2023 00:00,04-08-2023 00:00,56.19,973.22,65.11,236.5,1.47,1.11,96.12,11.13,17.35,29.3
04-08-2023 00:00,05-08-2023 00:00,42.46,973.84,76.55,136.33,1.44,0.87,73.84,26.32,13.13,29.5
05-08-2023 00:00,06-08-2023 00:00,54.56,974.08,82.34,157.39,0.47,1.12,81.73,26.32,14.82,31.4
06-08-2023 00:00,07-08-2023 00:00,43.83,973.33,72.78,219.26,1.52,1.21,80.42,26.32,14.56,30.3
07-08-2023 00:00,08-08-2023 00:00,35.85,973.65,72.88,217.93,1.93,0.47,62.83,26.32,16.1,31.0
08-08-2023 00:00,09-08-2023 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,31.4
09-08-2023 00:00,10-08-2023 00:00,97.85,972.71,59.4,109.6,0.73,1.7,1.56,11.31,0.79,30.8
10-08-2023 00:00,11-08-2023 00:00,97.85,972.71,59.4,109.6,0.73,0.03,1.37,60.64,0.8,31.3
11-08-2023 00:00,12-08-2023 00:00,97.85,972.71,59.4,109.6,0.73,0.03,1.41,59.77,0.8,31.6
12-08-2023 00:00,13-08-2023 00:00,59.01,729.68,23.15,100.85,1.85,1.26,63.09,2.98,7.18,30.9
13-08-2023 00:00,14-08-2023 00:00,127.67,972.71,55.02,101.1,1.73,1.63,54.66,24.13,13.19,30.7
14-08-2023 00:00,15-08-2023 00:00,147.0,972.71,58.34,59.47,1.57,1.65,17.89,29.52,20.63,30.1
15-08-2023 00:00,16-08-2023 00:00,75.29,972.71,64.52,53.33,1.08,1.6,2.02,37.51,14.21,31.9
16-08-2023 00:00,17-08-2023 00:00,80.81,823.3,60.02,100.73,0.98,1.75,2.36,31.54,19.6,32.2
17-08-2023 00:00,18-08-2023 00:00,60.76,972.71,55.24,105.73,1.49,1.41,75.735,34.16,17.59,32.6
18-08-2023 00:00,19-08-2023 00:00,68.52,972.71,54.43,99.03,1.54,2.37,0.8,26.03,12.26,30.6
19-08-2023 00:00,20-08-2023 00:00,59.07,972.71,66.66,37.82,1.22,1.88,2.3,66.82,14.46,31.9
20-08-2023 00:00,21-08-2023 00:00,44.3,972.71,60.68,40.69,2.34,0.75,75.735,48.8,14.24,32.6
21-08-2023 00:00,22-08-2023 00:00,48.46,972.71,60.46,57.09,1.86,0.87,19.77,46.66,18.49,31.1
22-08-2023 00:00,23-08-2023 00:00,54.08,972.71,65.73,77.01,1.76,1.11,14.26,44.21,15.27,27.6
23-08-2023 00:00,24-08-2023 00:00,35.33,972.71,79.55,75.98,0.93,1.41,17.59,43.57,13.83,29.1
24-08-2023 00:00,25-08-2023 00:00,51.71,972.71,66.04,100.8,1.01,1.39,1.33,25.71,18.6,30.4
25-08-2023 00:00,26-08-2023 00:00,62.38,972.71,57.29,109.73,1.7,1.3,16.18,9.51,16.8,30.8
26-08-2023 00:00,27-08-2023 00:00,89.69,972.71,53.5,112.47,1.64,1.08,33.36,9.74,6.33,30.9
27-08-2023 00:00,28-08-2023 00:00,97.84,972.71,51.45,112.92,1.87,1.2,12.8,10.59,5.09,30.7
28-08-2023 00:00,29-08-2023 00:00,79.16,972.71,54.11,103.96,1.86,0.91,18.39,12.93,6.42,31.5
29-08-2023 00:00,30-08-2023 00:00,78.17,972.71,53.19,97.41,1.56,0.67,24.39,14.64,7.45,31.6
30-08-2023 00:00,31-08-2023 00:00,79.43,972.71,53.65,105.86,1.31,1.21,2.15,11.62,3.58,31.9
31-08-2023 00:00,01-09-2023 00:00,75.03,972.71,53.59,102.31,1.01,1.99,15.12,10.75,5.68,32.4
01-09-2023 00:00,02-09-2023 00:00,57.45,972.71,52.63,114.38,1.32,1.75,26.79,5.74,3.68,33.3
02-09-2023 00:00,03-09-2023 00:00,60.67,972.71,47.27,89.5,1.3,1.62,23.55,6.1,3.91,31.9
03-09-2023 00:00,04-09-2023 00:00,52.59,972.71,48.99,104.03,1.43,8.8,26.13,6.58,1.95,31.6
04-09-2023 00:00,05-09-2023 00:00,46.4,972.71,49.08,100.82,1.28,1.09,29.91,6.25,2.15,32.0
05-09-2023 00:00,06-09-2023 00:00,47.8,972.71,49.27,43.0,1.8,1.28,27.22,17.21,2.1,31.6
06-09-2023 00:00,07-09-2023 00:00,40.6,972.71,49.44,57.17,1.34,1.18,27.78,13.55,2.96,30.8
07-09-2023 00:00,08-09-2023 00:00,49.15,972.71,51.01,66.06,0.93,1.23,38.14,18.87,2.29,30.4
08-09-2023 00:00,09-09-2023 00:00,28.87,972.71,50.58,39.86,2.04,1.97,16.19,5.31,4.91,27.2
09-09-2023 00:00,10-09-2023 00:00,41.63,972.71,57.5,44.51,2.51,1.1,10.83,6.72,3.28,25.6
10-09-2023 00:00,11-09-2023 00:00,35.18,972.71,61.19,48.19,2.14,1.1,11.76,5.39,2.24,27.7
11-09-2023 00:00,12-09-2023 00:00,42.95,972.71,56.19,35.4,1.15,1.5,14.5,4.67,3.34,29.1
12-09-2023 00:00,13-09-2023 00:00,50.26,972.71,54.21,42.97,1.04,1.03,18.26,4.51,2.94,30.8
13-09-2023 00:00,14-09-2023 00:00,52.65,972.71,52.93,48.91,1.05,1.31,17.88,3.69,3.07,31.9
14-09-2023 00:00,15-09-2023 00:00,61.16,972.71,52.25,47.46,1.36,1.08,16.39,2.95,3.5,29.4
15-09-2023 00:00,16-09-2023 00:00,49.22,972.71,56.47,46.1,1.52,1.11,17.3,5.06,3.38,28.1
16-09-2023 00:00,17-09-2023 00:00,36.49,972.71,58.36,42.45,1.86,1.15,17.08,6.43,1.58,28.3
17-09-2023 00:00,18-09-2023 00:00,23.61,972.71,57.08,49.21,2.28,1.0,10.07,4.43,3.69,28.8
18-09-2023 00:00,19-09-2023 00:00,20.73,972.71,53.92,45.93,2.51,1.08,10.04,3.95,2.32,30.6
19-09-2023 00:00,20-09-2023 00:00,35.1,972.71,51.36,41.06,1.54,1.05,12.71,3.89,3.91,31.8
20-09-2023 00:00,21-09-2023 00:00,69.21,972.71,50.48,46.43,0.78,1.57,37.82,5.7,6.66,31.0
21-09-2023 00:00,22-09-2023 00:00,51.27,972.71,51.1,70.66,1.02,1.16,23.62,4.47,4.29,30.9
22-09-2023 00:00,23-09-2023 00:00,63.59,972.71,51.86,49.77,1.25,1.12,20.43,5.54,1.19,28.4
23-09-2023 00:00,24-09-2023 00:00,56.65,972.71,56.89,57.96,1.09,1.78,18.93,4.71,4.01,28.4
24-09-2023 00:00,25-09-2023 00:00,91.57,972.71,57.33,62.59,0.58,1.77,22.09,6.57,5.13,29.4
25-09-2023 00:00,26-09-2023 00:00,76.05,972.71,53.29,42.67,0.63,1.28,36.06,11.34,15.54,30.1
26-09-2023 00:00,27-09-2023 00:00,89.28,972.71,52.01,49.82,0.52,1.14,36.25,14.06,15.54,29.6
27-09-2023 00:00,28-09-2023 00:00,62.73,972.71,51.01,71.55,0.76,1.19,26.39,4.84,1.84,28.7
28-09-2023 00:00,29-09-2023 00:00,62.68,972.71,50.23,80.87,0.72,2.28,36.48,5.98,2.96,28.9
29-09-2023 00:00,30-09-2023 00:00,77.34,972.71,50.28,58.4,0.63,1.88,42.86,7.03,4.13,29.5
30-09-2023 00:00,01-10-2023 00:00,81.29,972.71,49.23,74.54,0.84,1.59,35.04,6.21,9.19,28.9
01-10-2023 00:00,02-10-2023 00:00,72.79,972.71,48.61,79.75,1.04,1.69,30.12,6.3,3.45,27.7
02-10-2023 00:00,03-10-2023 00:00,68.3,972.71,46.28,75.89,0.84,1.84,31.81,6.57,4.99,27.2
03-10-2023 00:00,04-10-2023 00:00,69.66,972.71,46.09,90.76,1.09,1.81,75.735,7.19,6.67,27.7
04-10-2023 00:00,05-10-2023 00:00,82.48,972.71,47.81,89.7,1.02,1.32,2.0,8.39,5.84,27.6
05-10-2023 00:00,06-10-2023 00:00,94.75,972.71,47.44,88.74,0.88,2.33,1.45,6.69,5.32,28.0
06-10-2023 00:00,07-10-2023 00:00,128.75,972.71,47.43,71.44,0.69,2.43,1.26,11.18,3.34,29.0
07-10-2023 00:00,08-10-2023 00:00,102.15,972.71,49.09,68.85,0.81,1.86,10.22,18.54,5.39,30.2
08-10-2023 00:00,09-10-2023 00:00,79.61,972.71,47.59,77.35,0.84,1.1,39.79,9.61,7.69,30.4
09-10-2023 00:00,10-10-2023 00:00,96.54,972.71,48.51,70.0,0.83,1.36,43.99,17.39,6.38,29.8
10-10-2023 00:00,11-10-2023 00:00,93.78,972.71,47.89,83.26,0.7,1.19,45.04,13.94,7.03,27.9
11-10-2023 00:00,12-10-2023 00:00,85.63,972.71,47.0,80.62,0.78,0.86,39.04,6.34,6.95,27.0
12-10-2023 00:00,13-10-2023 00:00,158.36,972.71,47.61,54.68,0.58,1.29,51.15,7.64,2.4,28.1
13-10-2023 00:00,14-10-2023 00:00,196.42,972.71,47.16,53.03,0.71,1.37,66.07,13.14,4.89,28.8
14-10-2023 00:00,15-10-2023 00:00,135.24,972.71,47.65,65.63,0.59,2.16,55.99,10.26,4.22,27.6
15-10-2023 00:00,16-10-2023 00:00,104.27,972.71,47.71,54.58,0.83,1.66,46.31,39.01,9.56,25.4
16-10-2023 00:00,17-10-2023 00:00,74.91,972.71,48.15,56.31,2.37,0.75,30.7,26.0,5.85,21.9
17-10-2023 00:00,18-10-2023 00:00,48.59,972.71,49.4,40.77,0.96,0.86,35.07,67.2,9.18,24.3
18-10-2023 00:00,19-10-2023 00:00,49.0,972.71,45.17,110.63,0.79,0.93,39.92,8.59,4.69,23.7
19-10-2023 00:00,20-10-2023 00:00,72.47,972.71,51.09,78.57,0.33,1.35,39.61,6.59,3.81,24.0
20-10-2023 00:00,21-10-2023 00:00,119.16,972.71,48.0,58.01,0.38,1.23,32.17,9.37,5.81,23.8
21-10-2023 00:00,22-10-2023 00:00,175.57,972.71,47.74,44.22,0.43,2.11,75.735,13.16,5.92,24.2
22-10-2023 00:00,23-10-2023 00:00,262.58,972.71,51.92,49.68,0.33,2.91,75.735,8.99,4.01,24.6
23-10-2023 00:00,24-10-2023 00:00,117.96,972.71,46.44,91.2,0.55,1.35,75.735,6.7,1.22,24.5
24-10-2023 00:00,25-10-2023 00:00,137.06,972.71,48.09,65.68,0.38,1.46,75.735,7.7,3.0,24.1
25-10-2023 00:00,26-10-2023 00:00,125.31,972.71,46.99,92.74,0.4,1.67,75.735,9.36,4.06,24.2
26-10-2023 00:00,27-10-2023 00:00,175.19,972.71,47.62,96.47,0.4,1.85,75.735,8.69,2.29,23.7
27-10-2023 00:00,28-10-2023 00:00,208.67,972.71,47.66,74.49,0.45,2.32,75.735,9.24,4.16,24.1
28-10-2023 00:00,29-10-2023 00:00,231.89,972.71,47.11,60.45,0.36,2.48,75.735,23.6,1.73,24.6
29-10-2023 00:00,30-10-2023 00:00,191.1,972.71,44.17,42.09,0.64,1.15,75.735,44.49,4.94,25.1
30-10-2023 00:00,31-10-2023 00:00,246.42,972.71,49.46,29.79,0.48,1.98,89.05,57.51,5.73,24.9
31-10-2023 00:00,01-11-2023 00:00,273.07,972.71,50.68,24.34,0.72,1.86,62.0,54.41,5.46,24.2
01-11-2023 00:00,02-11-2023 00:00,268.9,972.71,52.27,29.71,0.49,1.6,50.12,49.48,4.83,23.5
02-11-2023 00:00,03-11-2023 00:00,401.75,972.71,53.48,36.09,0.49,2.8,62.02,28.41,6.73,22.8
03-11-2023 00:00,04-11-2023 00:00,335.55,972.71,51.2,46.56,0.33,2.84,65.24,15.23,2.35,22.7
04-11-2023 00:00,05-11-2023 00:00,434.16,972.71,52.31,53.17,0.33,3.28,66.23,8.88,1.75,23.3
05-11-2023 00:00,06-11-2023 00:00,307.15,972.71,49.15,84.92,0.32,3.28,61.23,13.23,0.72,22.6
06-11-2023 00:00,07-11-2023 00:00,346.58,972.71,49.35,71.15,0.5,3.44,71.17,46.51,5.86,23.3
07-11-2023 00:00,08-11-2023 00:00,355.82,972.71,51.15,68.01,0.38,3.29,63.69,35.22,3.16,23.5
08-11-2023 00:00,09-11-2023 00:00,327.88,972.71,51.79,64.46,0.37,3.37,57.96,9.42,5.29,23.8
09-11-2023 00:00,10-11-2023 00:00,408.07,972.71,52.32,69.37,0.31,3.73,59.77,11.57,2.26,20.3
10-11-2023 00:00,11-11-2023 00:00,190.86,972.71,57.25,58.32,0.81,1.58,32.45,39.6,1.53,19.8
11-11-2023 00:00,12-11-2023 00:00,121.74,972.71,54.13,79.01,0.5,1.13,29.18,8.69,2.61,19.8
12-11-2023 00:00,13-11-2023 00:00,182.36,972.71,52.46,106.18,0.5,1.61,35.26,7.91,4.76,19.6
13-11-2023 00:00,14-11-2023 00:00,405.96,972.71,54.99,74.02,0.44,3.04,35.18,7.73,7.58,19.9
14-11-2023 00:00,15-11-2023 00:00,279.26,972.71,52.06,79.38,0.33,3.15,51.92,7.14,4.58,19.1
15-11-2023 00:00,16-11-2023 00:00,305.29,972.71,52.75,81.07,0.4,2.43,48.64,6.51,4.46,19.1
16-11-2023 00:00,17-11-2023 00:00,364.71,972.71,53.44,53.38,0.4,3.14,50.35,13.58,4.17,20.1
17-11-2023 00:00,18-11-2023 00:00,283.36,972.71,53.87,44.78,0.54,4.69,42.98,28.27,3.07,20.6
18-11-2023 00:00,19-11-2023 00:00,174.14,972.71,52.42,68.95,0.46,2.7,47.17,8.83,1.51,19.9
19-11-2023 00:00,20-11-2023 00:00,198.01,972.71,52.91,55.67,0.56,2.29,40.83,33.62,6.33,19.5
20-11-2023 00:00,21-11-2023 00:00,237.98,972.71,52.36,73.93,0.36,3.34,51.19,28.33,4.59,18.8
21-11-2023 00:00,22-11-2023 00:00,218.05,972.71,50.92,108.72,0.56,1.71,47.3,9.31,2.57,17.8
22-11-2023 00:00,23-11-2023 00:00,225.46,972.71,49.06,107.67,0.5,2.06,50.82,7.45,3.78,18.6
23-11-2023 00:00,24-11-2023 00:00,255.3,972.71,51.36,70.55,0.53,3.5,52.92,20.11,3.18,18.3
24-11-2023 00:00,25-11-2023 00:00,388.94,972.71,53.03,83.69,0.49,5.05,63.83,41.11,6.41,18.1
25-11-2023 00:00,26-11-2023 00:00,288.49,972.71,52.19,98.88,0.38,4.36,60.11,9.55,4.12,19.4
26-11-2023 00:00,27-11-2023 00:00,301.28,972.71,50.89,57.85,0.63,3.05,46.42,60.61,3.18,18.5
27-11-2023 00:00,28-11-2023 00:00,226.09,972.71,52.51,56.42,1.06,2.03,38.33,47.89,5.12,17.7
28-11-2023 00:00,29-11-2023 00:00,169.16,972.71,55.94,43.43,0.35,1.33,32.39,13.53,1.61,18.5
29-11-2023 00:00,30-11-2023 00:00,217.91,972.71,56.21,49.94,0.47,2.44,40.56,27.98,3.05,19.1
30-11-2023 00:00,01-12-2023 00:00,291.44,972.71,56.39,41.71,0.52,3.2,51.84,37.15,2.95,19.6
01-12-2023 00:00,02-12-2023 00:00,251.65,972.71,56.58,49.46,0.31,1.59,49.53,23.87,4.39,17.9
02-12-2023 00:00,03-12-2023 00:00,179.39,972.71,55.31,62.96,0.35,1.62,56.96,11.13,6.77,18.4
03-12-2023 00:00,04-12-2023 00:00,193.3,972.71,53.13,63.09,0.36,1.82,59.25,30.49,6.01,19.7
04-12-2023 00:00,05-12-2023 00:00,187.22,972.71,51.92,62.99,0.57,1.06,64.34,30.11,4.38,17.9
05-12-2023 00:00,06-12-2023 00:00,157.64,972.71,51.28,71.92,0.53,0.89,57.07,9.61,3.55,16.9
06-12-2023 00:00,07-12-2023 00:00,158.24,972.71,52.13,96.03,0.35,1.39,72.14,9.09,2.5,16.7
07-12-2023 00:00,08-12-2023 00:00,237.86,972.71,60.83,71.63,0.32,2.03,82.06,10.55,5.12,17.4
08-12-2023 00:00,09-12-2023 00:00,170.48,972.71,63.76,99.9,0.41,2.34,68.96,9.98,3.82,16.9
09-12-2023 00:00,10-12-2023 00:00,166.21,972.71,62.87,102.4,0.43,2.32,62.8,9.27,3.35,15.6
10-12-2023 00:00,11-12-2023 00:00,154.74,972.71,59.97,104.12,0.53,1.24,60.5,9.64,3.23,15.5
11-12-2023 00:00,12-12-2023 00:00,187.22,972.71,61.63,83.19,0.36,2.66,73.66,20.67,5.44,15.9
12-12-2023 00:00,13-12-2023 00:00,276.96,972.71,66.28,55.03,0.4,3.61,64.78,39.48,5.03,16.3
13-12-2023 00:00,14-12-2023 00:00,295.25,972.71,65.43,73.72,0.39,3.85,67.15,20.07,3.37,15.4
14-12-2023 00:00,15-12-2023 00:00,166.71,972.71,61.3,104.83,0.46,4.02,68.32,9.17,5.71,15.4
15-12-2023 00:00,16-12-2023 00:00,218.42,972.71,61.06,81.5,0.34,4.56,76.83,9.66,4.54,16.3
16-12-2023 00:00,17-12-2023 00:00,273.96,972.71,63.27,81.02,0.34,5.73,79.19,10.09,6.41,15.8
17-12-2023 00:00,18-12-2023 00:00,229.57,972.71,61.96,78.52,0.37,4.1,68.63,9.33,2.97,14.6
18-12-2023 00:00,19-12-2023 00:00,164.31,972.71,63.51,102.56,0.48,3.01,54.49,5.25,1.84,14.5
19-12-2023 00:00,20-12-2023 00:00,142.61,972.71,58.49,103.92,0.45,2.78,53.59,3.98,2.9,14.2
20-12-2023 00:00,21-12-2023 00:00,174.68,742.0,61.75,106.83,0.32,2.32,65.13,5.14,2.1,14.3
21-12-2023 00:00,22-12-2023 00:00,272.74,972.71,63.35,74.07,0.32,2.43,71.03,11.12,5.4,14.3
22-12-2023 00:00,23-12-2023 00:00,407.44,972.71,71.24,48.62,0.35,2.99,80.08,12.84,5.79,16.3
23-12-2023 00:00,24-12-2023 00:00,345.06,972.71,66.96,42.74,0.41,1.68,65.97,14.75,3.53,16.0
24-12-2023 00:00,25-12-2023 00:00,344.67,972.71,70.66,52.37,0.3,1.97,73.34,10.12,6.59,14.8
25-12-2023 00:00,26-12-2023 00:00,249.62,972.71,71.03,93.16,0.33,1.97,65.41,9.35,2.85,14.1
26-12-2023 00:00,27-12-2023 00:00,292.16,742.0,72.85,51.15,0.32,1.94,58.93,10.03,5.13,13.0
27-12-2023 00:00,28-12-2023 00:00,411.96,741.98,82.62,62.34,0.33,2.08,50.37,8.92,3.65,12.8
28-12-2023 00:00,29-12-2023 00:00,269.48,741.96,80.33,74.08,0.35,1.57,54.44,8.57,1.9,13.8
29-12-2023 00:00,30-12-2023 00:00,314.18,741.91,82.88,37.56,0.43,2.08,54.44,11.93,3.22,14.6
30-12-2023 00:00,31-12-2023 00:00,307.65,741.67,80.88,48.53,0.56,2.21,77.31,27.26,12.15,13.3
31-12-2023 00:00,01-01-2024 00:00,239.31,742.0,80.72,43.45,0.61,1.92,66.55,20.84,9.63,12.1
01-01-2024 00:00,02-01-2024 00:00,199.56,741.94,75.3,60.27,0.41,1.6,56.29,17.08,9.33,11.2
02-01-2024 00:00,03-01-2024 00:00,195.91,741.98,72.11,54.18,0.54,1.77,62.58,17.98,22.19,10.8
03-01-2024 00:00,04-01-2024 00:00,247.44,742.0,84.56,38.12,0.51,2.18,71.08,15.52,16.65,10.1
04-01-2024 00:00,05-01-2024 00:00,274.06,741.96,81.26,96.44,0.32,1.86,71.07,14.38,10.11,12.0
05-01-2024 00:00,06-01-2024 00:00,218.28,742.0,84.88,51.01,0.32,2.2,59.13,15.25,11.37,12.1
06-01-2024 00:00,07-01-2024 00:00,223.3,741.9,78.78,44.39,0.39,3.57,68.65,14.94,18.98,11.6
07-01-2024 00:00,08-01-2024 00:00,214.33,741.89,74.78,61.26,0.39,3.55,75.71,17.23,10.04,10.9
08-01-2024 00:00,09-01-2024 00:00,331.12,741.19,80.92,37.85,0.38,4.11,82.32,15.23,15.83,10.9
09-01-2024 00:00,10-01-2024 00:00,184.92,741.0,80.98,91.49,0.44,3.86,57.75,15.32,10.64,9.7
10-01-2024 00:00,11-01-2024 00:00,177.28,741.0,77.8,122.65,0.52,4.56,58.19,16.99,12.57,10.6
11-01-2024 00:00,12-01-2024 00:00,229.72,741.0,74.56,99.18,0.36,3.96,76.26,19.54,17.9,10.2
12-01-2024 00:00,13-01-2024 00:00,253.56,741.0,76.69,73.73,0.33,3.63,88.45,18.49,8.7,10.9
13-01-2024 00:00,14-01-2024 00:00,420.17,741.0,81.94,38.68,0.41,4.2,115.6,25.52,23.05,10.8
14-01-2024 00:00,15-01-2024 00:00,363.57,740.92,79.74,75.71,0.35,4.9,100.96,28.18,21.51,10.4
15-01-2024 00:00,16-01-2024 00:00,238.57,740.68,74.47,57.03,0.34,5.13,107.29,23.28,23.87,10.2
16-01-2024 00:00,17-01-2024 00:00,295.29,740.76,83.56,40.86,0.85,4.1,80.14,19.36,2.95,10.8
17-01-2024 00:00,18-01-2024 00:00,226.16,740.54,75.55,46.65,0.6,0.79,71.08,17.01,4.47,10.6
